year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason,drivetrain_source,status,time_remaining_or_date_sold,price,bids
2014,PEUGEOT,308,Allure,Hatchback,Automatic,Petrol,89367,5.0,VF3L35GXVES272053,1IJ9UW,Unregistered,4,1.6,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062142/motor-vehicles-motor-cycles/2014-peugeot-308-allure-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 58m8s,1209.0,17.0
2010,HOLDEN,Sportwagon,SV6 VE,Wagon,Automatic,Petrol,146508,5.0,6G1EK8EVXAL460247,No plates,Unregistered,6,3.6,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062143/motor-vehicles-motor-cycles/2010-holden-sportwagon-sv6-ve-automatic-wagon,"Door card Damaged.
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 58m2s,9.0,1.0
2015,HYUNDAI,Santa,Fe Highlander DM,Wagon,Automatic,Diesel,173107,7.0,KMHSU81XSFU515696,No plates,Unregistered,4,2.2,Red,Black Leather,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062144/motor-vehicles-motor-cycles/2015-hyundai-santa-fe-highlander-dm-turbo-diesel-automatic-7-seats-wagon,Medium Scuff on Around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 57m55s,7900.0,21.0
2020,TOYOTA,Landcruiser,Prado GXL GDJ150R,Wagon,Automatic,Diesel,72560,7.0,JTEBR3FJ30K164441,2DT1RH,02-03-2026,4,2.8,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062146/motor-vehicles-motor-cycles/2020-toyota-landcruiser-prado-gxl-gdj150r-turbo-diesel-automatic,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 57m48s,25200.0,83.0
2011,JEEP,Grand,Cherokee Limited WK,Wagon,Automatic,Diesel,221793,5.0,1C4RJFFM6CC116467,2DD8IB,Unregistered,6,3.0,Silver,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062169/motor-vehicles-motor-cycles/2011-jeep-grand-cherokee-limited-wk-turbo-diesel-automatic-wagon,"Medium Scratch on Around exterior
Dents or marks on body consistent with age and kilometres.
Front Seat worn Driver seat",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2509.0,36.0
1997,MAZDA,626,,Sedan,Automatic,Petrol,369345,5.0,JM0GF10S100103894,TTK519,29-01-2026,4,2.0,Champagne,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062170/motor-vehicles-motor-cycles/1997-mazda-626-automatic-sedan,"Large Scratch on Around vehicle
Paint peeling Around vehicle
Damaged Lhr
Corrosion visible Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,109.0,2.0
2007,SUBARU,Outback,2.5i B4A,Wagon,Automatic,Petrol,227932,5.0,JF2BP9KLA8G065365,1NS1MC,09-05-2026,4,2.5,Grey,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062171/motor-vehicles-motor-cycles/2007-subaru-outback-2-5i-b4a-automatic-wagon,"Carpet worn in places.
Paint peeling Around vehicle
Dents or marks on body consistent with age and kilometres.
Dash Torn or Cracked",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,1310.0,21.0
2005,BMW,320i,E90,Sedan,Automatic,Petrol,175851,5.0,WBAVA76030NK25841,No Plates,Unregistered,4,2.0,Black,Brown Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062173/motor-vehicles-motor-cycles/2005-bmw-320i-e90-automatic-sedan,"Front Seat worn Both
Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Medium Scuff on rear bumper
Medium Dent on rear bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,1709.0,19.0
2006,MAZDA,6,Classic GG,Sedan,Manual,Petrol,337812,5.0,JM0GG103200527240,2CM2KR,05-01-2026,4,2.3,Grey,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062174/motor-vehicles-motor-cycles/2006-mazda-6-classic-gg-manual-sedan,"Driveline requires attention, recommend inspection by qualified third party
Paint fading Around vehicle
Medium Scuff on Around vehicle
Front Seat worn driver side
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,309.0,5.0
2003,JEEP,Cherokee,Limited KJ,Wagon,Automatic,Petrol,205455,5.0,1J8GM58K03W693202,ZTT446,16-05-2026,6,3.7,Blue,Beige Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062175/motor-vehicles-motor-cycles/2003-jeep-cherokee-limited-kj-automatic-wagon,"Paint peeling All around vehicle
Medium Scratch on Some Places
Front Seat worn Both
Paint fading Some Places
Medium Scuff on Some Places
Engine light ON
Engine idling rough",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,109.0,2.0
2008,FORD,Falcon,G6 FG,Sedan,Automatic,Petrol,276639,5.0,6FPAAAJGSW8C72867,WOW846,Unregistered,6,4.0,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062176/motor-vehicles-motor-cycles/2008-ford-falcon-g6-fg-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Damaged Front left fog light
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2109.0,28.0
2007,FORD,Falcon,XT BF II,Sedan,Automatic,Petrol,344657,5.0,6FPAAAJGSW7U38124,2BL4AM,17-01-2026,6,4.0,Silver,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062177/motor-vehicles-motor-cycles/2007-ford-falcon-xt-bf-ii-automatic-sedan,"Hood Lining Sagging
Paint fading Around vehicle
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Around vehicle
Medium Dent on Rear bumper
Damaged Right rear taillight
Damaged headlight",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,209.0,3.0
2013,AUDI,A1,1.4 TFSI Ambition 8X,Hatchback,Automatic,Petrol,106645,5.0,WAUZZZ8X6EB018675,ABO247,17-01-2026,4,1.4,Red,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062183/motor-vehicles-motor-cycles/2013-audi-a1-1-4-tfsi-ambition-8x-automatic-hatchback,"Medium Scratches Around vehicle
Rear bumper Cracked bumper.",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,5809.0,73.0
2013,RENAULT,Megane,GT-LINE,Convertible,CVT,Petrol,118105,4.0,VF1EZ1P0TD0678094,2EB8YR,15-01-2026,4,2.0,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062185/motor-vehicles-motor-cycles/2013-renault-megane-gt-line-cvt-convertible,"Medium Scratch on Around vehicle
Windscreen Chipped or Cracked.
Front Seat worn Front seats",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,4300.0,52.0
2004,TOYOTA,Landcruiser,GXL UZJ100R Dual Fuel,Wagon,Automatic,Dual fuel,321364,8.0,JTEHT09J805506440,No plates,Unregistered,8,4.7,Grey,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062187/motor-vehicles-motor-cycles/2004-toyota-landcruiser-gxl-uzj100r-auto-8-seats-wagon-dual-fuel,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Paint fading Roof
Seat Torn Driver seat
Windscreen Chipped or Cracked.",UNCLASSIFIED,[OUT_OF_SCOPE],,Referred,nan,nan,127.0
2004,TOYOTA,Landcruiser,GXL UZJ100R,Wagon,Automatic,Dual fuel,321364,8.0,JTEHT09J805506440,No plates,Unregistered,8,4.7,Grey,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062187/motor-vehicles-motor-cycles/2004-toyota-landcruiser-gxl-uzj100r-automatic-8-seats-wagon,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Paint fading Roof
Seat Torn Driver seat
Windscreen Chipped or Cracked.",UNCLASSIFIED,[OUT_OF_SCOPE],,Referred,nan,nan,127.0
2009,FORD,Fiesta,CL WS,Hatchback,Automatic,Petrol,157000,5.0,WF0JXXGAJJ9B70108,No plates,Unregistered,4,1.4,Blue,Grey,Yes,No,No,No,No,VIC,https://www.grays.com/lot/0001-21062193/motor-vehicles-motor-cycles/2009-ford-fiesta-cl-ws-automatic-hatchback,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Engine lacks power
Other Warning light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 56m17s,9.0,1.0
2006,NISSAN,Maxima,ST-L J31,Sedan,Automatic,Petrol,202640,5.0,JN1BBUJ31A0050795,UGE972,01-04-2026,6,3.5,Grey,Black Leather,Yes,Yes,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062195/motor-vehicles-motor-cycles/2006-nissan-maxima-st-l-j31-automatic-sedan,"Medium Scratch on Around vehicle
Paint fading Mirrors",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,1409.0,18.0
2003,MERCEDES,Benz,CLK 320 320 Avantgarde A209,Convertible,Automatic,Petrol,236062,4.0,WDB2094652T009638,VAK281,06-02-2026,6,3.2,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062196/motor-vehicles-motor-cycles/2003-mercedes-benz-clk-320-320-avantgarde-a209-automatic-convertible,Large Scratch on Around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,3050.0,51.0
2013,FORD,Focus,Ambiente LW II,Sedan,Automatic,Petrol,155117,5.0,MPB2XXMXB2DB35545,ZVM769,28-03-2026,4,1.6,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062197/motor-vehicles-motor-cycles/2013-ford-focus-ambiente-lw-ii-automatic-sedan,Medium Scratch on Around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,4209.0,55.0
2015,HYUNDAI,Imax,TQ,People Mover,Automatic,Diesel,213908,8.0,KMHWH81KMFU708572,1EQ1HB,02-07-2026,4,2.5,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062198/motor-vehicles-motor-cycles/2015-hyundai-imax-tq-turbo-diesel-automatic-8-seats-people-mover,"Front and back seats stained, Driver seat torn
Medium Dents, Scratches Around vehicle
Rear bumper Cracked bumper.
Dents or marks on body consistent with age and kilometres.
Body/panel damage RHR panel
Damaged Driver side rear tail light",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,5800.0,70.0
2015,JEEP,Grand,Cherokee Laredo (4x4) WK,Wagon,Automatic,Petrol,190373,5.0,1C4RJFEG8FC138857,No plates,Unregistered,6,3.6,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062199/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-laredo-4x4-wk-automatic-8-speed-wagon,"Other Warning light ON
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,7200.0,75.0
2006,TOYOTA,Rav,4 Cruiser L ACA33R,Wagon,Automatic,Petrol,256782,5.0,JTMBD31V605042412,UGU665,27-07-2026,4,2.4,Blue,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062200/motor-vehicles-motor-cycles/2006-toyota-rav-4-cruiser-l-aca33r-automatic-wagon,"Medium Scratch on Around vehicle
Seat Torn Driver seat",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,6719.0,83.0
2013,FORD,Focus,Ambiente LW II,Hatchback,Automatic,Petrol,234421,5.0,MPB1XXMXB1DC50088,1YI7JR,07-11-2026,4,1.6,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062201/motor-vehicles-motor-cycles/2013-ford-focus-ambiente-lw-ii-automatic-hatchback,"Medium Scuff on Around vehicle
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2600.0,19.0
2004,NISSAN,X-trail,TI Luxury T30,Wagon,Automatic,Petrol,178181,5.0,JN1TBNT30A0034445,No plates,Unregistered,4,2.5,Champagne,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062202/motor-vehicles-motor-cycles/2004-nissan-x-trail-ti-luxury-t30-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Front bumper left
Medium Dent on Rear bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2250.0,29.0
2000,TOYOTA,Camry,CSI MCV20R,Sedan,Automatic,Petrol,264500,5.0,6T153XK200X587674,QNH979,23-10-2026,6,3.0,Red,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062203/motor-vehicles-motor-cycles/2000-toyota-camry-csi-mcv20r-automatic-sedan,"Engine light ON
Dash Torn or Cracked
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,709.0,8.0
2009,BMW,320i,320i EXEC. E90,Sedan,Automatic,Petrol,135313,5.0,WBAPG56070NM14472,No plates,Unregistered,4,2.0,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062204/motor-vehicles-motor-cycles/2009-bmw-320i-320i-exec-e90-automatic-sedan,Engine light on. Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2009.0,23.0
2012,HOLDEN,Barina,TM,Hatchback,Automatic,Petrol,155903,5.0,KL3TA48E9DB039469,ZNJ302,16-01-2027,4,1.6,Blue,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062205/motor-vehicles-motor-cycles/2012-holden-barina-tm-automatic-hatchback,"Rear bumper Cracked bumper.
Paint peeling Around exterior
Medium Dent on Around exterior
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2700.0,18.0
2009,TOYOTA,Hilux,SR (4x4) KUN26R,Dual Cab,Automatic,Diesel,334056,5.0,MR0FZ22GX01025232,1CX1FE,17-09-2026,4,3.0,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062206/motor-vehicles-motor-cycles/2009-toyota-hilux-sr-4x4-kun26r-turbo-diesel-automatic-dual-cab,"Medium Dent on Tub
Paint cracked Tub
Dents or marks on body consistent with age and kilometres.",toyota_hilux_dualcab_ute_diesel_auto_sr_4x4_2005_2014,[OK],,Sold,28 January 2026 20:00 AEDT,9000.0,112.0
2012,SUZUKI,Swift,Sport FZ,Hatchback,CVT,Petrol,130369,5.0,JSAFZC32S00101506,BDP328,02-10-2026,4,1.6,Blue,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062207/motor-vehicles-motor-cycles/2012-suzuki-swift-sport-fz-cvt-hatchback,"Paint peeling Around vehicle
Medium Scratch on Around vehicle
Transmission Requires attention Strongly recommend inspection by qualified third party",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,5900.0,83.0
2013,HOLDEN,Barina,TM,Hatchback,Automatic,Petrol,160044,5.0,KL3TA48E9EB556346,1XQ1MK,04-02-2026,4,1.6,Red,Black,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062208/motor-vehicles-motor-cycles/2013-holden-barina-tm-automatic-hatchback,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2700.0,30.0
2011,JEEP,Grand,Cherokee Laredo WK,Wagon,Automatic,Petrol,222388,5.0,1C4RJFEGXCC137978,2DS9KV,23-12-2025,6,3.6,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062209/motor-vehicles-motor-cycles/2011-jeep-grand-cherokee-laredo-wk-automatic-wagon,"Other Warning light ON
Medium Scratch on Around vehicle
Paint peeling Around vehicle
Corrosion visible Rear tailgate
Damaged Driver side tail light",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2409.0,32.0
2013,MITSUBISHI,Outlander,LS 2WD ZJ,Wagon,CVT,Petrol,112873,5.0,JMFXTGF7WEZ000597,1BH5CT,03-01-2026,4,2.0,Grey,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062210/motor-vehicles-motor-cycles/2013-mitsubishi-outlander-ls-2wd-zj-cvt-wagon,"Medium Scratch on Around exterior
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front bumper and rear driver side",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,7200.0,120.0
1999,NISSAN,Patrol,ST GU,Wagon,Manual,Petrol,351455,7.0,JN1TBSY61A0112947,PPQ915,13-02-2026,6,4.5,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062217/motor-vehicles-motor-cycles/1999-nissan-patrol-st-gu-manual-7-seats-wagon,"Medium Scratch, Corroded Paint Chips visible Around vehicle
Engine light ON
Windscreen Cracked.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 54m18s,9.0,1.0
2010,TOYOTA,Rav,4 CRUISER 2WD ACA38R,Wagon,Automatic,Petrol,323499,5.0,JTMZD31V505157646,1QX5KI,10-03-2026,4,2.4,Silver,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062218/motor-vehicles-motor-cycles/2010-toyota-rav-4-cruiser-2wd-aca38r-automatic-wagon,"Medium Scratch, Paint Fade Around vehicle
Corrosion visible Lhr
Interior: Steering wheel worn through, Exterior: Wheel arch missing,
Interior: Steering wheel worn through, Exterior: Wheel arch missing",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,4509.0,50.0
2012,BMW,328i,328i F30,Sedan,Automatic,Petrol,174213,5.0,WBA3A56070NP03447,AJX570,15-01-2026,4,2.0,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062219/motor-vehicles-motor-cycles/2012-bmw-328i-328i-f30-automatic-8-speed-sedan,"Medium Scratch on Some Places
Engine Smoke visible
Engine Oil Leak
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,4309.0,46.0
2012,VOLVO,Xc90,D5 R-Design,Wagon,Automatic,Diesel,275357,7.0,YV1CT3056D1660524,ZUC039,26-03-2026,5,2.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062220/motor-vehicles-motor-cycles/2012-volvo-xc90-d5-r-design-turbo-diesel-automatic-7-seats-wagon,"Medium Scratches Around vehicle
Driver seat worn",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2050.0,28.0
2012,SUBARU,Forester,X S3,Wagon,Automatic,Petrol,227353,5.0,JF2SHMKS5CG093590,2CT8QG,19-06-2026,4,2.5,Grey,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062222/motor-vehicles-motor-cycles/2012-subaru-forester-x-s3-automatic-wagon,"Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Seat Torn hole",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 53m45s,109.0,2.0
2008,HYUNDAI,I30,SR FD,Hatchback,Automatic,Petrol,206994,5.0,KMHDC51ER8U128000,WSQ100,24-01-2026,4,2.0,Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062224/motor-vehicles-motor-cycles/2008-hyundai-i30-sr-fd-automatic-hatchback,"Paint peeling Passenger side and rear bumper
Medium Dent on Around exterior
Medium Scuff on Rear driver side
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 53m39s,109.0,2.0
2020,MITSUBISHI,Outlander,BLACK EDITION 2WD ZL,Wagon,CVT,Petrol,293876,7.0,JMFXTGF8WLZ013829,1SW2WO,24-12-2025,4,2.4,White,Black Leather,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062225/motor-vehicles-motor-cycles/2020-mitsubishi-outlander-black-edition-2wd-zl-cvt-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 53m33s,5100.0,52.0
2017,FORD,Ranger,XLT 4X4 PX II,Dual Cab,Automatic,Diesel,134687,5.0,MPBUMFF50HX118862,1KH6TU,13-06-2026,5,3.2,Dark Grey,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062230/motor-vehicles-motor-cycles/2017-ford-ranger-xlt-4x4-px-ii-turbo-diesel-automatic-dual-cab,"Windscreen Chipped or Cracked.
Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,25600.0,194.0
2011,TOYOTA,Hilux,(4x2) SR KUN16R,Dual Cab,Manual,Diesel,209943,5.0,MR0EZ12G604010926,625RLJ,Unregistered,4,3.0,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062231/motor-vehicles-motor-cycles/2011-toyota-hilux-4x2-sr-kun16r-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Large Dent on rear bumper
Medium Dent on around exterior
Front Seat worn both seats",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 19:00 AEDT,4550.0,83.0
2012,JEEP,Grand,Cherokee Laredo WK,Wagon,Automatic,Diesel,307164,5.0,1C4RJFEM2CC235344,YYA241,17-04-2026,6,3.0,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062232/motor-vehicles-motor-cycles/2012-jeep-grand-cherokee-laredo-wk-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,1809.0,35.0
2008,BMW,1,Series 120i E87,Hatchback,Automatic,Petrol,262104,5.0,WBAUD32010P221955,WPB705,01-08-2026,4,2.0,White,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062233/motor-vehicles-motor-cycles/2008-bmw-1-series-120i-e87-automatic-hatchback,"Engine light ON
Airbag light ON
Paint peeling, Medium Scratches, Large Scuffs Around vehicle
Driver seat worn.
Front bumper Cracked.",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,709.0,8.0
2014,MAZDA,6,Atenza GJ,Sedan,Automatic,Diesel,219205,5.0,JM0GJ102200201159,1NU8VN,10-10-2026,4,2.2,Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062235/motor-vehicles-motor-cycles/2014-mazda-6-atenza-gj-turbo-diesel-automatic-sedan,"Large Scratch Around vehicle
Damaged Rhr",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,6700.0,64.0
2013,SUBARU,Forester,2.5i-S S4,Wagon,CVT,Petrol,211662,5.0,JF2SJ9KC5DG011976,ZTE389,19-07-2026,4,2.5,White,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062236/motor-vehicles-motor-cycles/2013-subaru-forester-2-5i-s-s4-cvt-wagon,"Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Rear bumper Cracked bumper.
Large Scuff on Passenger side car
Corrosion visible Around vehicle
Front bumper Cracked bumper.
Medium Dent on door panel",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,2600.0,36.0
2017,VOLKSWAGEN,Amarok,TDI550 ULTIMATE 2H T D,Dual Cab,Automatic,Diesel,238733,5.0,WV1ZZZ2HZHH019431,1JD1MH,18-03-2026,6,3.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062237/motor-vehicles-motor-cycles/2017-volkswagen-amarok-tdi550-ultimate-2h-t-d-auto-8-speed-dual-cab,"Medium Scuff on Around vehicle
Other Warning light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,16500.0,246.0
2017,FORD,Escape,AMBIENTE AWD ZG,Wagon,Automatic,Petrol,132470,5.0,WF0AXXWPMAHU17016,1OM8BD,20-03-2026,4,1.5,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062238/motor-vehicles-motor-cycles/2017-ford-escape-ambiente-awd-zg-automatic-wagon,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,8309.0,131.0
2009,NISSAN,X-trail,ST T31,Wagon,CVT,Petrol,261621,5.0,JN1TANT31A0013780,1RS1JI,20-04-2026,4,2.5,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062239/motor-vehicles-motor-cycles/2009-nissan-x-trail-st-t31-cvt-wagon,"Medium Scratch on Around vehicle
Windscreen Chipped or Cracked.
Airbag light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Sold,28 January 2026 20:00 AEDT,1809.0,21.0
2011,BMW,118i,118i F20,Hatchback,Automatic,Petrol,135026,5.0,WBA1A32040J064436,1UA4MV,19-09-2026,4,1.6,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062240/motor-vehicles-motor-cycles/2011-bmw-118i-118i-f20-automatic-8-speed-hatchback,"Engine noise observed.
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 52m22s,109.0,2.0
