year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2012.0,MAZDA,Bt-50,4X4 GT,Dual Cab,Automatic,Diesel,272946.0,5.0,MM0UP0YF100107031,YZD734,Unregistered,5.0,3.2,White,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352630/motor-vehicles-motor-cycles/2012-mazda-bt-50-4x4-gt-turbo-diesel-automatic-dual-cab,"Engine noise observed.
Seat Torn Drivers seat
Paint fading On various panels
Large Dent on Drivers guard
Windscreen Chipped or Cracked.
Large Dent on Drivers rear quarter panel"
2018.0,TOYOTA,Camry,Ascent ASV70R,Sedan,Automatic,Petrol,71390.0,5.0,JTNBF3HK003012044,No plates,Unregistered,4.0,2.5,Silver,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352641/motor-vehicles-motor-cycles/2018-toyota-camry-ascent-asv70r-automatic-sedan,"Hail damage visible.Gear Knob BrokenInterior: Steering wheel worn Exterior: Areas of poor quality paint and panel repairs.Engine rattle on cold start up
Hail damage visible.
Gear Knob Broken
Interior: Steering wheel worn Exterior: Areas of poor quality paint and panel repairs.
Engine rattle on cold start up"
2012.0,VOLVO,Xc60,D5 R DESIGN,Wagon,Automatic,Diesel,291010.0,5.0,YV1DZ8256D2394072,No plates,Unregistered,5.0,2.4,Black,Black,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352695/motor-vehicles-motor-cycles/2012-volvo-xc60-d5-r-design-turbo-diesel-automatic-wagon,"Other Warning light ON
Door Mirror Broken Passenger side
Paint peeling Drivers quarter and rear door
Paint fading On roof
Front bar damaged Cracked bumper.
Medium Scuff on various panels"
,AMAROK,Tdi420,Trendline 2H,Dual Cab,Automatic,Diesel,330969.0,5.0,WV1ZZZ2HZDA054881,CPM70E,Unregistered,4.0,2.0,White,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352696/motor-vehicles-motor-cycles/volkswagen-amarok-tdi420-trendline-2h-turbo-diesel-automatic,"Front Cracked bumper.
Corrosion visible Roof, above front windscreen
Engine Oil Leak
Engine light ON
Other Warning light ON"
2016.0,HYUNDAI,Accent,Active RB,Hatchback,CVT,Petrol,171178.0,5.0,KMHCT51BTGU295903,No plates,Unregistered,4.0,1.4,White,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352698/motor-vehicles-motor-cycles/2016-hyundai-accent-active-rb-cvt-hatchback,"Front Cracked bumper.
Transmission Requires attention Strongly recommend inspection by qualified third party
Engine light ON"
2014.0,BMW,X5,sDrive 25d F15,Wagon,Automatic,Diesel,201870.0,5.0,WBAKS020700C06416,BM05WX,Unregistered,4.0,2.0,Silver,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352699/motor-vehicles-motor-cycles/2014-bmw-x5-sdrive-25d-f15-turbo-diesel-automatic-8-speed-wagon,"Large Scratch on Bumper bars
Seat Torn Drivers seat
Engine lacks power
Other Warning light ON"
2005.0,MINI,Cooper,Cabrio S,Convertible,Manual,Petrol,160563.0,4.0,WMWRH32050TG84976,BDE42T,12-02-2026,4.0,1.6,Blue,Black,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352701/motor-vehicles-motor-cycles/2005-mini-cooper-cabrio-s-manual-convertible,"Engine idling rough
Steering requires attention.
Seat Torn Drivers seat
Engine noise observed.
Damaged Passenger tail light
Medium Scratch on Rear bar
Front bar damaged Cracked bumper.
Medium Dent on Bonnet
Paint peeling Bonnet scoop"
2018.0,MAZDA,Bt-50,4X2 XT,Cab Chassis,Automatic,Diesel,129168.0,2.0,MM0UR0YE100814411,FYH15V,Unregistered,4.0,2.2,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10352702/motor-vehicles-motor-cycles/2018-mazda-bt-50-4x2-xt-turbo-diesel-automatic-cab-chassis,"Front Seat worn Drivers seat
Front bumper damage Cracked bumper.
Medium Dent on Passenger door, b pillar and drivers guard
Engine noise observed."
2012.0,VOLKSWAGEN,Golf,118TSI Comfortline A6,Hatchback,Automatic,Petrol,203527.0,5.0,WVWZZZ1KZDP049458,DP67FV,29-04-2026,4.0,1.4,White,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352703/motor-vehicles-motor-cycles/2012-volkswagen-golf-118tsi-comfortline-a6-automatic-hatchback,"Transmission Requires attention Strongly recommend inspection by qualified third party
ABS light ON
Traction control light ON
Hood Lining Sagging
Large Dent on Passenger guard, passengers rear door, tailgate
Paint fading Various panels
Front and rear bars damaged Cracked bumper.
Windscreen Chipped or Cracked.
Hail damage visible.
Medium Dent on Bonnet and drivers door
Damaged Both headlight broken
Other Warning light ON"
2002.0,TOYOTA,Hiace,SBV LWB RCH22R Van,Van,Manual,Petrol,301767.0,2.0,JT721UK2200004070,YCK095,08-05-2026,4.0,2.4,White,Grey,Yes,No,No,No,No,NSW,https://www.grays.com/lot/0001-10352704/motor-vehicles-motor-cycles/2002-toyota-hiace-sbv-lwb-rch22r-manual-van,"Flat Battery. Jump start or towing required
Carpet worn in places.
Large Dent on Passenger guard, passengers sliding door, sill panels, passengers rear barn door, drivers quarter panel and drivers front guard
Medium Dent on Drivers rear barn door
Hail damage visible.
Corrosion visible Engine bay, front screen, roof
Large Dent on Roof damaged
Large Scratch on Front and rear bars
Glovebox Would not Open/Close
Engine noise observed.
Engine light ON
Other Warning light ON"
2016.0,NISSAN,Patrol,3.0L ST GU,Wagon,Automatic,Diesel,222845.0,7.0,JN1TESY61A0436227,984KW5,Unregistered,4.0,3.0,White,Grey,Yes,No,No,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352706/motor-vehicles-motor-cycles/2016-nissan-patrol-3-0l-st-gu-turbo-diesel-automatic-7-seats-wagon,"Large Dent on Roof
Medium Scratch on Wheel arch flares"
1995.0,HOLDEN,Commodore,Executive VR,Sedan,Automatic,Petrol,438855.0,5.0,6H8VRK19HSL799476,No plates,Unregistered,6.0,3.8,White,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352707/motor-vehicles-motor-cycles/1995-holden-commodore-executive-vr-automatic-sedan,"Engine idling rough
Front Seat worn Drivers seat
Back Seat Stains.
Large Scratch on Rear bar
Paint peeling Front bar
Paint fading Guards and bonnet
Corrosion visible Around rear screen
Steering requires attention.
Transmission Requires attention Strongly recommend inspection by qualified third party"
2008.0,BMW,3,Series 323i E92,Coupe,Automatic,Petrol,324070.0,4.0,WBAWB12090JY93784,DJ38AJ,Unregistered,6.0,2.5,Grey,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352708/motor-vehicles-motor-cycles/2008-bmw-3-series-323i-e92-automatic-coupe,"Hail damage visible.
Front Cracked bumper.
Damaged Driver side tail light
Large Dent on Rear quarter panels, drivers door
Large Scratch on Drivers door and rear quarter panel
Engine noise observed.
Driveline requires attention, recommend inspection by qualified third party
Other Warning light ON
Controls inoperable iDrive system faulty
Controls Broken Buttons under audio unit not secure.
Engine replaced"
2005.0,LAND,Rover,Range Rover Sport,Wagon,Automatic,Petrol,165622.0,5.0,SALLSAA336A918409,NXK41B,23-04-2026,8.0,4.2,Orange,Cream,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352709/motor-vehicles-motor-cycles/2005-land-rover-range-rover-sport-automatic-wagon-pinkslip-issued-11-2-26,"Controls inoperable Handbrake fault message on dash
Suspension requires attention
Hood Lining Sagging
Front Seat worn Front seats
Hail damage visible.
Paint peeling On various panels
Large Dent on Passenger guard, drivers quarter panel
Large Scratch on Drivers door, drivers quarter panel, rear bar and passenger rear door
Damaged Drivers tail light
Door card Damaged."
,BENZ,C220,CDI Classic W204,Sedan,Automatic,Diesel,237706.0,5.0,WDD2040082A240153,CLB38A,Unregistered,4.0,2.1,White,Black,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352710/motor-vehicles-motor-cycles/mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Medium Scratch on Front Bonnet
Paint fading Roof
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scratch on Front Bumper
Medium Scratch on Drivers Front &amp; Rear Doors
Medium Scratch on Passengers Front &amp; Back Doors
Dents or marks on body consistent with age and kilometres.
Large Scratch on Rear Bumper
Engine noise observed.
Front Seat worn Both Front Seats
Flat Battery. Jump start or towing required"
2018.0,TOYOTA,Hiace,KDH223R,Bus,Automatic,Diesel,61077.0,12.0,JTFST22PX00038333,No plates,Unregistered,4.0,3.0,White,Grey,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352712/motor-vehicles-motor-cycles/2018-toyota-hiace-kdh223r-turbo-diesel-automatic-12-seats-bus,"Large Dent on Tailgate, sills, sliding door
Corrosion visible Roof, bonnet, passenger side front door, tailgate, sills
Damaged Centre brake light
Other Warning light ON
Driveline requires attention, recommend inspection by qualified third party"
2012.0,TOYOTA,Landcruiser,Prado GX KDJ150R,Wagon,Manual,Diesel,245292.0,5.0,JTEBH3FJX0K078577,No plates,Unregistered,4.0,3.0,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352713/motor-vehicles-motor-cycles/2012-toyota-landcruiser-prado-gx-kdj150r-turbo-diesel-manual-wagon,"Clutch Requires attention
Front Seat worn Drivers seat
Paint fading Various panels
Body/panel damage Rear end
Windscreen Chipped or Cracked.
Corrosion visible Roof tailgate and underbody
Medium Scratch on various panels"
2016.0,FORD,Falcon,FG X,Cab Chassis,Automatic,Lpg,230942.0,2.0,6FPAAAJGCMGC22505,No Plates,Unregistered,6.0,4.0,White,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352714/motor-vehicles-motor-cycles/2016-ford-falcon-fg-x-automatic-cab-chassis,"Large Dent on Passenger side rear quarter
Medium Dent on Drivers door
Large Scratch on Front bumper bar"
2017.0,MERCEDES,Benz,A-Class A180 W176 (WOVR - Inspected),Hatchback,Automatic,Petrol,48750.0,5.0,WDD1760422J720257,No plates,Unregistered,4.0,1.6,Black,Black,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352715/motor-vehicles-motor-cycles/2017-mercedes-benz-a-class-a180-w176-automatic-hatchback-wovr-inspected,"Large Scratch on Bonnet, rear bumper bar
Other Warning light ON
Note: This vehicle is listed on the Written Off Vehicle Register (WOVR). Details of the status can be found in the PPSR attached at the bottom of this description. Please refer to your relevant state-based road authority to determine whether this vehicle will require inspection or will be able to be registered based on the recorded WOVR status."
2015.0,NISSAN,Juke,Ti-S F15 II,Wagon,Manual,Petrol,141816.0,5.0,SJNFAAF15A7082078,CK79VD,Unregistered,4.0,1.6,Red,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352716/motor-vehicles-motor-cycles/2015-nissan-juke-ti-s-f15-ii-manual-wagon,"Clutch Requires attention
Seat Torn Drivers seat
Paint peeling Roof and rear bar
Medium Dent on Passenger guard
Medium Scratch on Passenger guard, passenger front door and rear doors and drivers rear door"
2008.0,SUBARU,Liberty,2.5i Heritage B4,Sedan,Manual,Petrol,346284.0,5.0,JF1BL9KJ38G039686,No plates,Unregistered,4.0,2.5,Black,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352717/motor-vehicles-motor-cycles/2008-subaru-liberty-2-5i-heritage-b4-manual-sedan,"Dash Torn or Cracked
Front Seat worn Drivers seat worn and tears
Back Seat worn.
Hail damage visible.
Large Dent on Drivers quarter
Large Scratch on Front bar
Paint fading On roof bonnet and quarter panels
Rear bar damaged Cracked bumper.
Clutch Requires attention
Suspension requires attention
Large Scratch on rear bumper.
Noise observed from front of vehicle.
Seals needs replacing."
2015.0,JAGUAR,Xe,25t PORTFOLIO,Sedan,Automatic,Petrol,151732.0,5.0,SAJAB4AG6GA932694,DN32GS,Unregistered,4.0,2.0,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352718/motor-vehicles-motor-cycles/2015-jaguar-xe-25t-portfolio-automatic-8-speed-sedan,"Front Seat worn Drivers seat
Large Dent on Dent and scratched on passenger rear door and quarter panel
Large Scratch on Front and rear bars"
2014.0,TOYOTA,Hilux,4X2 WORKMATE TGN16R,Cab Chassis,Automatic,Petrol,126290.0,2.0,MR0CX12G800117903,CA36AD,Unregistered,4.0,2.7,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352719/motor-vehicles-motor-cycles/2014-toyota-hilux-4x2-workmate-tgn16r-automatic-cab-chassis,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2016.0,RENAULT,Koleos,ZEN 4x2 XZG,Wagon,CVT,Petrol,147082.0,5.0,VF1RZG002G0241749,DJZ45J,28-03-2026,4.0,2.5,Blue,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352721/motor-vehicles-motor-cycles/2016-renault-koleos-zen-4x2-xzg-cvt-wagon,"Paint fading Roof, bonnet
Medium Scratch on Driver side rear quarter panel, rear bumper bar
TPMS light showing"
2009.0,MERCEDES,Benz,CLC 200 200K CL203,Coupe,Automatic,Petrol,229639.0,5.0,WDB2037412E077783,EEY49M,Unregistered,4.0,1.8,Grey,Black,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352722/motor-vehicles-motor-cycles/2009-mercedes-benz-clc-200-200k-cl203-automatic-coupe,"Windscreen Chipped or Cracked.
Front Seat Stains Stains on front seats
Door Mirror Broken Passenger side mirror loose
Medium Scratch on Passenger door
Large Dent on Passenger quarter panel
Rear bar dent and scratched Cracked bumper.
Large Scratch on Front bar and bonnet
Engine light ON"
2012.0,MITSUBISHI,Mirage,LS LA,Hatchback,Manual,Petrol,147982.0,5.0,MMAXNA03AEH001429,CJY46H,Unregistered,3.0,1.2,Pink,Black,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352723/motor-vehicles-motor-cycles/2012-mitsubishi-mirage-ls-la-manual-hatchback,"Hail damage visible.
Medium Dent on Tailgate
Large Scratch on Front bumper bar, passenger side front guard, passenger side rear quarter panel, rear bumper bar
Carpet worn in places."
2010.0,MERCEDES,Benz,C200 CGI W204,Sedan,Automatic,Petrol,153418.0,5.0,WDD2040482A440663,CQ00QL,Unregistered,4.0,1.8,Black,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352724/motor-vehicles-motor-cycles/2010-mercedes-benz-c200-cgi-w204-automatic-sedan,"Engine noise observed.
Engine Oil Leak
Front Cracked bumper.
Large Scratch on Driver side doors
Seat Torn Drivers seat
Door card Damaged.
Other Warning light ON
Door Mirror Broken Passenger side
Controls inoperable Drivers electric seat adjustment requires attention
Dents or marks on body
Medium Scuff on both bumpers"
2015.0,JEEP,Grand,Cherokee OVERLAND WK,Wagon,Automatic,Diesel,200795.0,5.0,1C4RJFGM2FC755609,DAU58S,Unregistered,6.0,3.0,Black,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352725/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-overland-wk-turbo-diesel-automatic-8-speed-wagon,"Medium Scratch on Rear bumper bar
Medium Dent on Drivers door"
2018.0,HSV,Colorado,SPORTSCAT RG,Dual Cab,Automatic,Diesel,138156.0,5.0,MMU148PK0KH614351,1VP6NB,Unregistered,4.0,2.8,Red,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352726/motor-vehicles-motor-cycles/2018-hsv-colorado-sportscat-rg-turbo-diesel-automatic-dual-cab,Medium Dent on Roof
2010.0,AUDI,Q5,2.0 TFSI Quattro 8R,Wagon,Automatic,Petrol,209302.0,5.0,WAUZZZ8R5BA026267,BTD26H,Unregistered,4.0,2.0,Black,Tan,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352727/motor-vehicles-motor-cycles/2010-audi-q5-2-0-tfsi-quattro-8r-automatic-wagon,"Engine noise observed.
Hood Lining Sagging
Medium Scratch on Medium scratches on rear bar
Medium Scratch on Drivers mirrot
Paint fading On bonnet
Driveline requires attention, recommend inspection by qualified third party"
2011.0,BMW,X5,xDrive 30d E70 LCI,Wagon,Automatic,Diesel,384302.0,5.0,WBAZW42070L789673,FJY05P,Unregistered,6.0,3.0,Grey,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352728/motor-vehicles-motor-cycles/2011-bmw-x5-xdrive-30d-e70-lci-turbo-diesel-automatic-8-speed-wagon,"Driveline requires attention, recommend inspection by qualified third party
Transmission Requires attention Strongly recommend inspection by qualified third party
Other Warning light ON
Engine noise observed.
Door Mirror Broken Drivers side
Medium Dent on Drivers quarter panel
Damaged Rear reflectors cracked
Large Dent on Tail gate both upper and lower
Paint peeling Drivers guard
Front and rear bars damaged Cracked bumper.
Large Scratch on Front bar
Windscreen Chipped or Cracked."
2011.0,FORD,Territory,Titanium SZ,Wagon,Automatic,Diesel,146852.0,7.0,6FPAAAJGATBY40403,CDO66U,01-12-2026,6.0,2.7,Blue,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352729/motor-vehicles-motor-cycles/2011-ford-territory-titanium-sz-turbo-diesel-automatic-7-seats-wagon,"Front Seat worn Drivers seat
Controls inoperable DVD player
Medium Dent on Passenger doors
Large Dent on Dent and scratched passenger quarter panel
Large Scratch on Rear bar and tailgate
Door Mirror Broken Both mirrors broken
Large Scratch on Front bar
Paint fading Roof
Hail damage visible.
Driveline requires attention, recommend inspection by qualified third party
Transmission Requires attention Strongly recommend inspection by qualified third party"
2016.0,HYUNDAI,Iload,TQ Van,Van,Manual,Petrol,160496.0,3.0,KMFWBX7RLGU846556,CJ10HR,Unregistered,4.0,2.4,White,Grey,Yes,Yes,Yes,Partial,No,NSW,https://www.grays.com/lot/0001-10352730/motor-vehicles-motor-cycles/2016-hyundai-iload-tq-manual-van,"Seat Torn Front seats torn
Body/panel damage Rear impact damage to rear step bar and bumper bar
Large Dent on Drivers front door, drivers quarter panel, roof, tailgate, passenger quarter, and passengers sliding door
Large Scratch on Front bar
Corrosion visible Roof and tailgate
Medium Dent on scratched passenger guard, Tailgate, and side door"
2011.0,FORD,Falcon,XR6 FG,Sedan,Automatic,Petrol,212444.0,5.0,6FPAAAJGSWBK25150,No plates,Unregistered,6.0,4.0,Blue,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352731/motor-vehicles-motor-cycles/2011-ford-falcon-xr6-fg-automatic-sedan,"Front Seat worn Drivers seat damaged
Large Dent on Drivers rear door
Medium Dent on Drivers guard and quarter panel
Large Scratch on Front bar
Damaged front fog light
Medium Scratch on Front bumper and spoiler
Paint cracked Front bumper"
2015.0,JAGUAR,Xe,V6 S,Sedan,Automatic,Petrol,83420.0,5.0,SAJAB4AV1GA937347,HH0797,Unregistered,6.0,3.0,Grey,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352732/motor-vehicles-motor-cycles/2015-jaguar-xe-v6-s-automatic-8-speed-sedan,"Paint peeling Bonnet
Engine noise observed.
Engine overheating, tow advisable.
Medium Dent on Passenger side rear door"
2016.0,MAZDA,Cx-3,S TOURING DK,Wagon,Automatic,Petrol,278656.0,5.0,MM0DK2W7A0W125053,YGW77T,Unregistered,4.0,2.0,Black,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352733/motor-vehicles-motor-cycles/2016-mazda-cx-3-s-touring-dk-automatic-wagon,"Radio broken
Front Seat worn Drivers seat
Seat Torn Passenger front seat
Windscreen Chipped or Cracked.
Door Mirror Broken Both mirrors damaged
Body/panel damage Front and rear impact damage
Paint fading On roof and tail gate
Medium Dent on Passenger rear door, drivers cant rail
Large Scratch on On various panels
Carpet worn in places.
Other Warning light ON
Steering requires attention.
Suspension requires attention"
2011.0,VOLKSWAGEN,Golf,GTI,Hatchback,Manual,Petrol,201320.0,5.0,WVWZZZ1KZCW024658,No plates,Unregistered,4.0,2.0,Grey,Grey,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352734/motor-vehicles-motor-cycles/2011-volkswagen-golf-gti-manual-hatchback,"Damaged Headlights
Large Scratch on All doors, bumper bars
Hail damage visible.
Large Dent on Rear doors
Paint peeling Rear spoiler
Other Warning light ON
Controls inoperable Drivers inner door handle not working
Front Seat worn with corrosion evident
Medium Scuff on Rear bumper"
2004.0,MITSUBISHI,Pajero,Exceed NP,Wagon,Automatic,Diesel,174869.0,7.0,JMFLYV78W5J002114,No plates,Unregistered,4.0,3.2,Gold,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352735/motor-vehicles-motor-cycles/2004-mitsubishi-pajero-exceed-np-turbo-diesel-automatic-7-seats-wagon,"Transmission Requires attention Strongly recommend inspection by qualified third party
Front Seat worn Front seats worn
Seat Torn Drivers seat
Medium Dent on Both guards, drivers door
Large Scratch on Bullbar, rear bar and both side skirts
Medium Scratch on various panels"
2021.0,ISUZU,Mu-x,4x2 LS-U,Wagon,Automatic,Diesel,214506.0,7.0,MPAUCR40GMT001412,DB84UW,Unregistered,4.0,3.0,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352736/motor-vehicles-motor-cycles/2021-isuzu-mu-x-4x2-ls-u-turbo-diesel-automatic-7-seats-wagon,"Large Scratch on Drivers door
Other Warning light ON"
2021.0,TOYOTA,Kluger,4X4 GX HYBRID AXUH78R,Wagon,CVT,Hybrid,97370.0,7.0,5TDLB3CH90S050998,DB60JX,Unregistered,4.0,2.5,White,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352737/motor-vehicles-motor-cycles/2021-toyota-kluger-4x4-gx-hybrid-axuh78r-cvt-7-seats-wagon,"Medium Dent on Drivers quarter panel
Medium Scratch on Rear bar
Interior: Hoodlining stained"
2014.0,CITROEN,Ds5,DSPORT WOVR-REPAIRABLE,Wagon,Automatic,Diesel,25701.0,5.0,VF7KFRHHAES513652,No plates,Unregistered,4.0,2.0,Grey,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352738/motor-vehicles-motor-cycles/2014-citroen-ds5-dsport-turbo-diesel-wovr-repairable,"Large Dent on Driver side rear door and quarter panel
Steering requires attention."
2009.0,MAZDA,3,SP25 BL,Hatchback,Automatic,Petrol,217347.0,5.0,JM0BL10L100113133,EMP44J,Unregistered,4.0,2.5,Black,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352741/motor-vehicles-motor-cycles/2009-mazda-3-sp25-bl-automatic-hatchback,"Medium Scratch on Door jambs
Steering requires attention.
Suspension requires attention"
2012.0,KIA,Grand,Carnival S VQ,People Mover,Automatic,Petrol,218202.0,8.0,KNAMG817MD6516852,EQU90P,12-12-2026,6.0,3.5,Silver,Grey,Yes,Yes,No,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352742/motor-vehicles-motor-cycles/2012-kia-grand-carnival-s-vq-automatic-8-seats-people-mover,"Large Dent on Driver side rear quarter panel
Medium Dent on Passenger side rear quarter panel, tailgate
Paint fading Bonnet, roof, tailgate
Paint peeling Front bumper bar, passenger side front guard
Rear Cracked bumper.
Flat Battery. Jump start or towing required
Gear Knob Broken"
2007.0,HOLDEN,Calais,V VE,Sedan,Automatic,Petrol,125126.0,5.0,6G1EX55H57L920840,No plates,Unregistered,8.0,6.0,Red,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352743/motor-vehicles-motor-cycles/2007-holden-calais-v-ve-automatic-sedan,"Paint fading Roof
Paint peeling Rear spoiler
ABS light ON
Traction control light ON
Door card Damaged.
Large Dent on Passenger side rear door"
2016.0,LEXUS,Rx,350 RX350 F SPORT GGL25R,Wagon,Automatic,Petrol,345911.0,5.0,JTJBZMCA402020859,DJZ75Z,30-01-2026,6.0,3.5,Black,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352744/motor-vehicles-motor-cycles/2016-lexus-rx-350-rx350-f-sport-ggl25r-automatic-8-speed-wagon,"Paint cracked Rear bumper bar
Engine noise observed."
2013.0,JEEP,Grand,Cherokee Limited WK,Wagon,Automatic,Diesel,233380.0,5.0,1C4RJFFM0EC166557,FMI61E,Unregistered,6.0,3.0,Grey,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352746/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-limited-wk-turbo-diesel-automatic-8-speed-wagon,"Paint fading Bonnet
Large Dent on Passenger side rear quarter panel
Windscreen Chipped or Cracked.
Seat Torn Drivers seat
Damaged Driver side rear foglight"
2012.0,NISSAN,Navara,4X4 ST D40,Dual Cab,Manual,Diesel,134549.0,5.0,VSKCVND40A0497737,CJP52L,Unregistered,4.0,2.5,White,Grey,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352747/motor-vehicles-motor-cycles/2012-nissan-navara-4x4-st-d40-turbo-diesel-manual-dual-cab,"Large Dent on Tailgate
Damaged Driver side taillight
Windscreen Chipped or Cracked."
2007.0,MITSUBISHI,Pajero,VR-X LWB (4x4) NS,Wagon,Automatic,Petrol,182872.0,7.0,JMFLYV97W7J002041,No plates,Unregistered,6.0,3.8,Silver,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352749/motor-vehicles-motor-cycles/2007-mitsubishi-pajero-vr-x-lwb-4x4-ns-automatic-7-seats-wagon,"Large Dent on Roof
Large Scratch on Front bumper bar
Flat Battery. Jump start or towing required
Seat Torn Drivers seat
Other Warning light ON
Corrosion visible on engine bay
Paint cracked on Boot door panel
Medium Dent on Rear panel"
2015.0,FORD,Ecosport,Trend BK,Wagon,Automatic,Petrol,111402.0,5.0,MAJBXXMRKBFE32385,DN77VP,Unregistered,4.0,1.5,Black,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352750/motor-vehicles-motor-cycles/2015-ford-ecosport-trend-bk-automatic-wagon,"Transmission Requires attention Strongly recommend inspection by qualified third party
Engine light ON
Other Warning light ON
Traction control light ON
Radio Not Working
Hail damage visible.
Large Scratch on Drivers door
Medium Dent on Drivers qyarter
Rear bar Cracked bumper.
Medium Dent on Passenger cant rail
Large Scratch on Front bar"
2015.0,VOLVO,V40,Cross Country D4 LUXURY - 8SpeedWagon,Wagon,Automatic,Diesel,171401.0,5.0,YV1MZA8HDF2073081,No plates,Unregistered,4.0,2.0,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352752/motor-vehicles-motor-cycles/2015-volvo-v40-cross-country-d4-luxury-turbo-diesel-automatic-8speedwagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2012.0,HYUNDAI,Veloster,SR TURBO FS,Coupe,Automatic,Petrol,188224.0,4.0,KMHTC61EMDU106172,BY62CN,Unregistered,4.0,1.6,Grey,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352755/motor-vehicles-motor-cycles/2012-hyundai-veloster-sr-turbo-fs-automatic-coupe,"Rear Cracked bumper.
Medium Scratch on Passenger side rear door and quarter panel
Engine light ON
Airbag light ON
Other Warning light ON"
